C_n approximated by receding horizon - solving sinble problem separately: 
51.0	295.25	284.8	282.2	276.05	274.5	272.15	267.0	259.85	255.9	257.7	249.35	244.55	240.15	238.8	234.2	229.5	222.7	219.25	217.1	214.5	208.9	198.55	196.55	186.2	134.55	133.55	89.75	81.0	59.4	51.0	52.15	55.8	50.6	52.0	52.35	53.95	56.15	56.25	58.9	57.45	59.75	60.05	62.2	62.5	63.25	63.3	65.3	65.4	66.35	67.7	67.0	70.0	70.5	71.2	73.35	73.75	75.45	76.6	76.65	78.75	79.75	78.75	79.45	82.05	83.95	85.0	84.55	87.2	86.9	88.35	87.65	88.45	91.95	92.1	93.35	94.3	94.7	95.8	98.15	98.0	99.25	
50.0	289.3	283.45	278.3	276.8	273.95	267.65	266.8	261.35	254.85	251.45	247.05	242.25	239.6	236.0	230.5	227.95	221.85	219.7	214.05	212.7	203.65	192.15	187.65	183.95	126.45	122.05	83.1	81.8	52.05	49.95	61.35	51.65	50.0	50.95	51.9	52.45	54.75	55.55	56.45	57.85	57.15	59.4	59.8	61.95	61.3	62.35	63.4	66.55	67.15	67.35	69.95	68.8	69.55	70.8	71.55	73.4	73.55	74.4	75.85	77.45	77.4	79.75	79.7	81.45	82.45	83.45	83.6	84.4	86.35	86.8	88.75	89.6	88.95	91.85	92.5	91.9	94.05	94.7	96.55	97.6	97.85	
49.0	287.95	282.1	282.4	276.25	280.25	272.3	263.05	259.55	252.7	253.7	247.95	240.85	240.7	235.1	228.0	225.45	224.45	219.55	220.2	208.65	206.0	194.2	187.85	172.95	125.45	128.4	84.9	85.6	58.05	54.3	54.0	46.75	51.05	49.9	50.75	51.05	51.45	54.9	55.5	56.25	57.7	57.95	59.85	59.45	60.75	60.3	62.85	63.7	66.55	66.75	66.2	67.5	67.9	70.4	71.4	72.55	72.85	74.15	74.9	76.95	76.6	78.4	78.85	80.15	81.2	82.25	82.25	84.7	85.55	86.05	87.3	88.45	89.1	90.7	89.3	93.35	93.05	92.9	95.1	94.45	97.05	
48.0	284.7	281.25	282.45	275.55	268.4	268.05	264.0	258.3	261.85	250.65	247.05	241.65	237.75	236.55	229.35	225.4	223.25	217.15	214.05	217.65	200.5	201.15	188.95	185.5	131.55	128.8	85.25	83.15	66.4	55.25	46.0	48.0	48.8	50.05	51.4	51.75	52.4	53.05	53.35	54.3	55.85	57.65	58.4	57.8	60.85	62.15	61.9	62.85	64.9	65.25	66.05	67.8	67.9	69.65	69.55	71.15	72.65	73.2	74.45	75.5	76.1	76.85	76.9	78.65	81.4	80.95	82.65	83.55	82.95	85.05	84.65	86.1	87.85	88.05	90.6	91.0	90.75	93.4	94.4	94.8	95.55	
47.0	284.35	281.15	276.5	272.0	272.85	268.65	261.85	255.85	251.9	249.8	245.2	241.75	236.55	235.25	227.4	228.0	220.95	216.1	213.7	210.3	208.25	202.85	191.85	178.9	135.1	124.1	90.95	75.25	44.95	52.0	51.3	48.65	47.6	49.15	49.4	49.35	51.45	52.3	53.2	53.05	56.25	56.8	57.2	58.05	58.85	59.9	61.35	63.2	64.0	63.9	66.25	65.9	66.9	67.55	68.6	68.9	71.35	71.9	73.45	74.5	75.9	76.45	75.85	77.8	77.55	79.55	80.45	82.2	83.35	83.55	84.95	85.25	87.7	87.45	88.5	89.75	88.95	92.4	91.65	95.55	95.05	
46.0	283.65	277.4	275.65	275.2	267.1	263.55	258.45	259.45	251.05	249.0	245.25	237.5	234.9	231.35	228.15	221.85	222.25	216.8	211.0	212.8	198.05	200.2	190.1	177.85	124.6	128.8	77.65	73.05	54.5	50.55	44.65	46.95	44.85	46.65	48.8	49.4	50.35	49.9	51.7	54.0	54.25	54.15	55.85	56.65	57.7	57.85	58.1	60.05	62.45	62.8	63.1	64.25	66.35	67.45	67.95	69.3	70.1	71.5	71.05	72.85	74.4	75.4	75.75	76.7	77.0	78.25	79.85	81.7	81.5	82.6	83.95	84.75	87.4	86.8	87.65	88.0	88.75	90.4	91.75	91.85	95.15	
45.0	281.65	277.95	274.4	272.0	270.2	264.25	265.1	257.0	250.65	245.4	242.3	239.75	234.8	232.8	228.7	226.25	218.95	213.45	211.5	207.85	201.9	190.55	188.05	182.35	146.3	124.85	82.1	77.9	51.25	44.25	49.45	45.0	45.3	50.05	46.55	49.55	50.15	49.9	50.95	51.95	53.05	54.05	55.1	56.65	55.5	59.6	59.5	59.35	61.6	61.65	62.75	63.8	64.1	67.15	69.05	66.8	68.5	72.05	69.9	71.9	73.15	73.5	74.75	75.55	75.2	78.7	80.0	80.05	81.95	81.85	83.45	82.8	85.65	86.95	85.65	87.45	89.15	91.9	89.7	91.55	92.95	
44.0	281.6	279.1	271.9	268.95	266.75	260.75	260.5	250.95	250.95	244.1	242.2	236.35	233.05	229.55	224.4	221.3	218.5	216.6	210.15	208.25	203.8	186.85	188.4	180.4	117.0	122.6	84.15	73.15	52.85	44.25	44.95	46.2	45.45	46.9	46.85	46.7	47.75	48.3	49.35	50.85	52.05	50.95	54.65	54.65	57.25	57.65	59.25	58.45	59.0	60.9	61.3	64.25	63.65	64.0	65.9	66.8	67.0	68.6	70.35	69.35	71.7	73.25	72.15	74.8	76.9	77.7	77.75	79.0	78.55	82.05	82.75	82.65	83.5	85.35	86.1	87.35	88.85	89.1	90.65	91.15	92.05	
43.0	281.15	278.65	271.35	271.5	263.2	260.6	258.8	252.15	248.75	247.8	240.95	240.15	233.65	232.05	223.55	220.2	215.65	211.65	208.55	209.2	199.0	198.15	192.1	171.7	126.7	118.3	85.5	73.25	62.8	43.35	41.4	40.3	42.45	42.9	46.1	44.7	46.65	49.0	47.7	49.55	51.95	51.6	51.75	54.0	55.3	55.75	56.5	57.3	59.65	59.75	61.45	62.35	61.75	65.9	64.5	65.65	67.4	68.7	70.35	69.6	71.75	71.1	72.05	74.1	74.55	76.1	76.8	77.7	78.8	79.7	80.55	82.85	83.0	82.8	85.05	86.15	86.85	87.7	89.5	89.6	91.3	
42.0	280.5	277.45	272.25	267.45	262.7	259.0	256.9	251.15	246.2	248.6	240.4	235.8	231.4	227.85	222.6	221.1	215.3	214.15	207.45	203.6	205.9	196.9	188.8	175.05	129.05	118.35	73.25	82.45	46.15	44.55	41.5	41.05	42.05	43.8	44.25	45.1	44.5	47.05	47.9	48.55	49.1	50.55	51.4	51.95	54.15	54.5	56.05	56.4	55.9	60.15	59.45	60.5	63.85	63.35	64.45	64.2	66.75	66.1	68.55	68.25	70.25	69.8	72.15	73.3	74.8	75.25	75.55	77.55	78.65	78.75	79.4	81.35	82.75	82.25	83.4	85.65	85.7	88.2	88.2	87.75	92.1	
41.0	278.2	274.0	270.65	269.15	262.6	258.1	254.65	259.15	249.45	245.05	237.45	238.0	229.1	226.15	224.15	222.55	215.2	211.9	207.95	200.8	199.5	188.3	191.65	172.75	129.35	117.25	84.65	79.35	42.0	47.05	40.45	40.3	43.4	42.1	43.55	44.05	45.1	44.9	46.95	48.7	48.7	49.7	50.35	52.25	53.7	54.05	54.3	55.25	58.45	58.55	58.15	60.0	61.2	62.2	60.95	62.85	64.8	65.25	66.3	67.85	68.4	71.5	71.35	72.0	72.8	74.2	75.3	74.75	76.95	77.8	78.1	80.1	80.8	82.8	83.45	84.65	85.6	85.15	85.65	87.95	89.65	
40.0	279.05	279.05	270.65	265.8	264.45	256.6	253.3	250.55	247.95	240.05	236.1	231.3	229.9	230.5	221.25	218.35	212.7	209.15	207.2	199.4	199.4	191.5	186.0	175.95	129.3	116.5	74.55	75.75	46.95	42.35	43.7	39.2	40.7	40.9	41.4	41.95	43.55	44.45	45.4	48.4	47.8	49.95	50.9	51.85	52.6	53.3	53.95	55.0	56.35	56.4	57.6	58.85	60.55	61.95	62.8	62.65	63.7	64.95	65.75	67.75	68.65	69.15	69.55	70.5	72.0	73.85	74.0	74.85	76.5	76.7	77.75	78.05	80.9	80.55	82.7	83.0	84.8	83.85	85.2	86.45	88.7	
39.0	287.45	272.65	267.05	267.3	260.35	256.45	251.7	252.15	244.65	244.1	236.35	231.9	228.45	227.3	222.25	220.8	212.05	209.15	204.1	199.95	189.4	184.25	179.25	162.3	124.05	114.25	77.6	72.05	48.75	38.0	39.8	42.65	39.6	40.9	42.55	42.75	43.55	43.9	43.45	45.1	46.45	48.5	49.25	50.65	51.75	52.3	51.0	53.8	54.45	56.3	56.85	58.55	59.1	58.8	61.2	61.5	63.35	64.05	65.8	66.95	67.4	68.25	69.85	70.25	71.4	70.5	74.05	74.5	75.5	75.55	75.4	77.4	78.75	80.7	81.1	81.35	83.95	83.75	84.45	84.8	88.55	
38.0	275.65	272.9	273.65	266.9	261.7	255.9	251.9	248.1	249.0	243.9	235.45	232.2	230.45	223.85	218.95	214.65	216.8	207.95	201.9	211.95	202.1	187.15	176.8	181.25	122.5	113.2	77.0	72.45	40.05	42.35	37.95	37.15	38.35	38.0	39.5	40.95	42.05	43.65	45.15	44.0	46.5	47.6	48.25	48.65	49.45	50.6	52.15	53.2	53.9	55.15	55.15	56.9	57.55	59.65	61.0	61.9	61.35	61.15	65.2	65.45	65.55	67.2	68.05	70.5	71.3	71.6	73.25	73.25	74.25	76.2	75.55	77.1	78.25	79.45	79.9	80.55	82.55	83.35	83.3	84.3	86.8	
37.0	274.45	269.75	267.95	261.7	257.25	253.9	250.0	246.6	245.1	241.7	234.75	233.5	228.8	222.25	222.5	214.25	209.8	205.0	206.3	197.35	197.0	171.2	180.15	181.65	125.8	123.5	75.05	66.2	43.3	34.5	36.45	39.1	37.95	38.1	38.9	39.1	41.95	42.4	41.55	43.45	45.45	44.95	45.6	47.05	48.9	51.2	51.3	51.75	54.2	53.0	55.15	56.35	57.15	59.0	59.5	60.85	61.55	61.85	63.3	65.05	64.95	66.0	66.6	66.45	70.15	70.35	71.65	71.15	73.1	72.8	75.6	75.3	75.35	77.9	79.3	80.15	81.4	80.8	83.35	84.15	85.35	
36.0	273.25	271.15	268.7	261.6	261.6	252.1	254.3	244.8	240.75	236.8	236.8	227.6	224.25	222.6	217.05	212.3	208.15	207.35	201.25	197.1	184.7	180.6	175.25	179.7	120.3	118.5	78.05	66.7	45.15	36.7	35.7	35.8	35.8	37.45	37.9	39.3	41.0	41.55	40.85	42.95	44.3	46.25	45.05	47.4	49.1	48.05	49.55	49.9	52.8	53.25	55.4	54.3	56.75	58.05	58.05	58.45	60.1	60.15	60.6	63.4	64.5	64.8	65.5	67.55	67.95	69.85	68.75	69.55	70.95	71.55	73.35	74.7	76.7	76.9	79.3	79.55	79.2	81.75	81.25	81.15	84.55	
35.0	275.0	275.45	265.5	264.25	256.35	251.35	248.75	244.7	240.35	238.3	231.95	228.6	224.25	219.75	218.8	211.5	209.0	204.5	203.0	195.75	184.55	186.95	173.95	178.95	119.5	109.5	69.25	67.05	38.5	40.8	37.45	34.7	41.75	36.85	36.95	39.45	39.85	40.0	40.2	41.65	42.0	44.05	45.55	45.25	47.2	48.85	48.8	50.5	52.25	53.6	53.25	54.55	55.85	55.55	57.25	58.4	58.95	60.25	59.75	63.0	61.25	63.85	64.6	65.65	67.9	69.35	69.05	70.6	72.95	72.95	73.6	73.2	74.75	76.75	77.1	78.45	78.3	80.55	81.5	82.8	83.7	
34.0	273.7	266.2	261.8	259.7	262.0	251.4	246.75	252.7	241.55	235.25	230.6	228.9	223.0	218.65	220.0	211.05	207.6	206.25	199.0	194.65	192.5	176.25	178.25	167.7	117.35	102.5	77.05	72.1	35.0	32.35	41.9	35.1	34.6	35.15	35.2	36.2	38.4	39.15	40.1	39.8	43.2	44.0	43.75	43.65	45.25	46.9	47.85	48.95	50.3	50.4	52.0	53.2	53.95	55.7	56.25	56.4	57.1	58.95	60.65	60.85	60.2	63.35	64.35	65.3	67.15	66.3	66.95	68.85	69.85	71.6	72.15	72.9	73.65	76.3	76.75	76.45	78.0	79.05	80.35	82.6	82.7	
33.0	271.35	266.1	263.15	263.05	255.05	249.7	246.65	242.65	239.6	234.55	230.85	225.85	221.6	219.95	214.2	210.55	209.75	204.6	197.0	196.0	199.6	178.7	171.75	166.6	116.05	114.3	80.9	62.1	39.05	31.0	29.75	31.9	33.2	39.0	34.45	35.25	37.75	38.65	38.5	40.7	40.2	41.75	43.4	44.85	45.4	46.65	45.0	48.1	49.05	50.5	50.75	52.1	53.15	53.65	53.4	56.2	57.05	58.3	59.8	59.95	61.75	63.05	62.2	64.05	65.55	66.05	67.8	69.0	69.05	70.9	72.3	71.6	73.3	73.55	75.45	76.0	76.75	78.4	79.9	79.6	80.9	
32.0	269.75	268.7	262.3	261.5	253.7	247.25	249.65	239.65	240.75	238.6	228.35	226.6	223.35	219.05	212.25	211.7	203.4	200.35	198.05	192.95	189.2	184.15	167.55	165.0	108.95	106.85	76.5	62.55	33.95	36.85	30.4	31.5	32.35	32.2	33.8	34.0	35.0	37.15	36.4	39.05	39.1	40.3	42.45	42.0	44.9	44.9	46.35	45.15	47.85	48.75	49.1	51.6	53.25	52.1	53.7	55.75	56.7	57.35	57.4	60.6	60.55	60.35	61.5	63.9	64.9	66.85	65.9	68.0	68.55	68.1	69.3	71.05	72.15	71.5	73.7	75.55	75.85	77.5	77.85	78.95	80.3	
31.0	269.55	263.05	261.4	264.4	254.6	253.55	245.25	239.9	236.9	235.05	226.95	226.55	220.1	216.05	211.9	206.85	203.4	201.25	197.1	191.05	190.15	181.85	165.45	166.6	110.0	107.85	69.75	59.05	30.55	28.0	34.0	30.35	32.0	33.0	31.85	35.25	35.3	35.6	36.3	37.5	38.5	39.35	41.0	42.0	44.1	44.05	45.05	46.5	48.05	47.75	48.9	50.55	50.95	52.3	52.2	53.9	55.4	57.2	56.8	57.25	60.0	60.25	60.65	61.5	62.95	65.7	66.45	65.2	67.6	68.7	68.45	70.4	70.4	72.0	73.35	74.95	75.7	76.0	76.05	79.2	79.4	
30.0	267.95	269.1	260.95	258.05	250.65	250.0	245.65	243.0	236.2	232.15	228.85	224.85	222.15	214.95	211.2	211.5	202.35	199.7	194.6	189.35	190.85	184.15	175.0	166.6	107.65	97.75	63.4	63.25	40.25	29.3	30.7	29.55	32.8	33.05	31.5	32.55	33.95	35.25	35.9	37.45	38.75	38.9	40.45	40.0	41.55	42.2	43.75	45.15	47.0	46.7	47.6	48.7	50.5	50.5	50.15	52.3	55.2	54.7	56.05	56.25	58.0	58.9	60.25	61.6	61.7	63.75	64.7	65.45	65.8	67.6	68.9	69.7	69.05	71.1	71.05	74.05	75.0	74.3	76.9	76.75	78.65	
29.0	267.65	260.5	258.8	254.1	250.1	244.25	241.9	237.9	239.95	233.35	224.9	221.0	222.45	218.85	211.9	204.5	201.95	197.45	193.2	193.6	184.55	176.85	173.25	166.85	120.2	105.45	73.9	58.05	40.85	32.05	28.05	29.45	29.2	29.85	32.25	33.0	31.9	33.65	36.05	36.4	37.2	37.9	38.35	40.1	42.1	43.15	44.8	44.3	46.55	47.15	46.25	46.9	49.35	49.15	50.9	52.4	52.05	54.25	55.2	54.75	55.65	59.15	58.35	60.5	60.35	62.9	62.35	63.6	65.9	65.0	66.3	68.75	69.25	71.3	70.75	73.35	73.95	74.1	74.85	74.9	77.8	
28.0	266.95	265.3	260.35	258.0	252.1	245.8	242.15	239.35	235.15	229.8	227.9	220.85	218.2	211.95	209.3	205.65	201.2	198.1	194.4	189.1	190.25	189.35	177.95	163.2	112.25	115.4	59.15	58.15	40.65	28.7	34.35	28.75	28.9	29.55	30.3	31.2	31.5	34.3	34.05	34.95	35.1	37.65	37.7	38.9	39.25	39.8	41.95	42.75	43.35	45.6	47.0	47.5	47.3	49.05	51.8	51.7	51.35	53.0	52.8	54.4	55.6	56.6	58.4	58.3	60.65	61.45	62.0	62.85	64.75	65.45	66.15	66.4	68.25	69.1	70.8	71.55	71.7	73.45	73.7	75.7	75.35	
27.0	264.3	266.55	257.55	251.85	248.95	243.8	240.2	235.7	235.35	232.75	227.4	220.55	218.1	210.75	207.95	203.2	203.95	195.85	192.9	188.65	177.3	177.6	173.75	153.35	110.75	107.4	62.25	60.15	30.1	25.25	27.8	25.65	28.2	29.75	28.2	29.2	30.45	32.85	32.45	33.65	34.6	35.6	37.1	37.55	38.45	39.4	39.15	42.9	41.85	45.6	44.35	45.25	46.05	47.35	48.75	50.25	51.45	52.05	52.05	54.35	54.95	56.05	56.5	58.15	58.75	60.8	61.45	62.05	63.5	65.05	65.1	67.4	67.7	67.3	69.3	68.7	71.1	72.15	71.55	73.4	74.4	
26.0	269.95	259.1	260.05	250.75	248.15	252.4	241.65	239.0	231.6	226.85	223.25	218.1	216.15	211.0	207.7	203.0	199.5	199.2	192.05	186.9	191.75	181.85	168.1	150.4	114.8	111.95	71.4	61.25	32.75	26.9	24.4	29.25	27.05	28.5	28.35	28.2	30.0	31.55	32.0	33.5	34.8	34.05	35.45	36.65	37.2	39.7	41.05	41.45	41.45	43.3	43.55	43.85	46.6	48.7	47.95	49.25	49.15	50.35	53.2	52.1	53.6	53.7	57.05	57.35	60.05	59.65	60.05	62.55	62.8	62.65	63.3	65.85	66.0	66.15	66.3	68.05	69.45	71.65	72.85	72.05	73.8	
25.0	261.95	258.25	255.8	251.0	247.65	243.2	240.45	235.7	232.85	225.2	224.85	218.05	212.65	214.65	209.4	200.9	199.5	195.6	196.2	186.8	187.8	173.8	172.35	157.75	108.45	104.05	52.0	56.55	29.55	36.9	26.75	25.45	27.0	27.0	26.6	28.0	28.7	30.25	31.3	31.75	33.35	33.85	36.45	36.05	37.2	38.25	40.15	39.6	40.65	41.85	42.45	43.1	43.9	46.05	47.95	48.8	49.3	49.75	51.2	52.25	52.25	53.85	53.85	55.8	57.3	58.25	58.45	60.55	59.65	62.0	62.7	62.65	63.65	65.7	67.85	67.35	69.3	69.9	70.65	72.5	73.9	
24.0	263.15	256.0	251.95	253.0	245.4	241.65	238.9	237.0	228.8	225.8	222.4	219.0	212.7	209.4	211.15	205.4	197.25	193.35	193.9	186.45	189.65	189.8	167.75	163.2	112.5	99.9	61.1	55.7	39.8	28.4	24.15	24.05	24.95	23.9	27.3	25.45	28.3	29.45	29.55	31.05	32.75	33.7	34.9	34.9	36.25	37.05	38.6	37.85	40.1	40.65	41.6	42.25	45.25	45.05	46.85	46.0	47.45	48.0	49.9	50.3	52.05	53.7	53.4	54.2	55.45	56.4	58.95	59.45	59.75	60.75	62.5	63.4	63.6	64.5	65.8	67.45	68.85	67.35	70.6	71.3	72.05	
23.0	260.9	263.6	253.85	249.95	244.65	243.15	236.4	232.05	227.8	225.15	220.95	216.2	213.8	209.6	205.4	199.2	198.95	196.15	192.45	183.55	175.45	172.2	171.9	151.6	107.55	104.65	55.05	60.55	32.45	22.4	25.9	22.1	23.7	24.75	24.25	26.5	27.8	27.35	30.7	29.6	31.55	33.8	33.95	33.3	35.05	35.05	37.35	38.75	40.0	38.95	39.65	43.45	42.55	43.85	44.9	46.9	47.2	46.95	49.9	49.95	51.3	51.75	53.2	54.6	54.65	55.1	55.5	58.75	58.7	60.15	61.7	62.0	61.7	65.3	63.35	65.0	66.7	68.1	68.4	69.9	71.5	
22.0	258.45	254.15	252.85	250.8	243.15	243.7	239.9	231.25	226.75	223.7	221.8	213.75	213.25	212.65	204.5	197.75	195.7	191.45	187.7	183.1	178.9	182.25	163.6	149.65	116.05	100.8	57.85	49.25	24.35	23.75	21.4	21.8	25.05	25.25	23.95	25.85	26.45	26.0	28.35	29.1	29.85	32.25	32.1	33.85	34.25	36.75	35.05	36.6	37.75	39.3	40.6	41.45	43.05	41.05	42.85	46.0	46.75	46.8	46.55	48.45	49.4	51.15	51.0	53.45	54.9	55.25	56.65	57.75	58.5	59.15	59.55	60.45	61.8	62.05	63.6	65.25	66.9	66.65	68.45	68.15	69.95	
21.0	260.05	257.35	253.7	249.05	242.75	240.55	233.95	232.25	227.2	222.4	218.9	215.2	209.55	207.25	205.65	200.35	194.65	189.7	188.55	184.2	176.9	174.25	165.15	152.25	101.9	102.5	66.5	59.95	25.6	22.65	17.8	20.35	21.25	22.5	22.4	24.15	26.05	26.15	26.25	28.85	28.2	30.45	32.0	32.15	32.85	33.15	34.7	36.8	36.6	37.85	38.25	41.4	40.8	41.5	43.25	44.2	44.5	46.0	48.2	47.3	50.85	50.4	51.35	51.55	53.1	53.55	54.75	54.8	57.75	56.45	61.35	59.3	60.65	60.95	62.95	63.55	65.7	66.05	66.3	68.9	70.2	
20.0	257.1	254.2	252.0	248.6	238.45	238.3	236.55	231.45	229.65	223.35	219.9	213.2	210.3	205.9	201.6	198.95	193.55	189.6	185.0	182.55	179.0	169.85	148.45	159.7	94.55	101.0	60.5	60.35	18.45	18.05	23.95	18.4	21.5	19.8	21.7	21.95	24.0	24.2	25.8	26.75	27.1	28.55	28.9	31.4	32.75	34.3	34.25	36.15	37.2	36.75	37.65	38.5	40.2	40.85	42.55	44.25	44.2	44.75	47.25	47.75	48.45	49.8	49.75	50.65	52.3	52.15	52.35	55.7	55.55	57.55	57.65	58.85	59.15	61.15	63.2	63.0	64.3	64.4	65.8	67.2	67.55	
